ID_Objeto,Circularidad_Simplificada,Relacion_Aspecto,Excentricidad_Simplif,Clase_Asignada
Obj848,39_rot270.png,0.314320,1.000000,0.328144,Estrella
Obj849,39_rot90.png,0.314320,1.000000,0.328144,Estrella
Obj850,39_rot90.png,1.011437,1.000000,0.016918,Circulo
Obj851,39_rot90.png,0.648476,1.000000,0.499394,Triangulo
Obj852,39_rot90.png,0.826748,1.000000,0.000000,Triangulo
Obj853,39_rot90.png,0.332760,1.000000,0.321320,Estrella
Obj854,40.png,0.823655,1.000000,0.000000,Triangulo
Obj855,40.png,1.015522,1.000000,0.025221,Circulo
Obj856,40.png,0.638937,1.000000,0.499723,Triangulo
Obj857,40.png,0.315950,1.000000,0.327697,Estrella
Obj858,40.png,0.312096,1.000000,0.328729,Estrella
Obj859,40_flipH.png,0.823655,1.000000,0.000000,Triangulo
Obj860,40_flipH.png,1.015522,1.000000,0.025221,Circulo
Obj861,40_flipH.png,0.638937,1.000000,0.499723,Triangulo
Obj862,40_flipH.png,0.315950,1.000000,0.327697,Estrella
Obj863,40_flipH.png,0.312096,1.000000,0.328729,Estrella
Obj864,40_flipV.png,0.312096,1.000000,0.328729,Estrella
Obj865,40_flipV.png,0.315950,1.000000,0.327697,Estrella
Obj866,40_flipV.png,0.638937,1.000000,0.499723,Triangulo
Obj867,40_flipV.png,0.823655,1.000000,0.000000,Triangulo
Obj868,40_flipV.png,1.015522,1.000000,0.025221,Circulo
Obj869,40_rot180.png,0.312096,1.000000,0.328729,Estrella
Obj870,40_rot180.png,0.315950,1.000000,0.327697,Estrella
Obj871,40_rot180.png,0.638937,1.000000,0.499723,Triangulo
Obj872,40_rot180.png,0.823655,1.000000,0.000000,Triangulo
Obj873,40_rot180.png,1.015522,1.000000,0.025221,Circulo
Obj874,40_rot270.png,0.823655,1.000000,0.000000,Triangulo
Obj875,40_rot270.png,0.312096,1.000000,0.328729,Estrella
Obj876,40_rot270.png,0.315950,1.000000,0.327697,Estrella
Obj877,40_rot270.png,1.015522,1.000000,0.025221,Circulo
Obj878,40_rot270.png,0.638937,1.000000,0.499723,Triangulo
Obj879,40_rot90.png,0.638937,1.000000,0.499723,Triangulo
Obj880,40_rot90.png,0.315950,1.000000,0.327697,Estrella
Obj881,40_rot90.png,1.015522,1.000000,0.025221,Circulo
Obj882,40_rot90.png,0.312096,1.000000,0.328729,Estrella
Obj883,40_rot90.png,0.823655,1.000000,0.000000,Triangulo
Obj884,41.png,1.003456,1.000000,0.008279,Circulo
Obj885,41.png,0.589963,1.000000,0.664584,Flecha
Obj886,41.png,1.017367,1.000000,0.010177,Circulo
Obj887,41.png,0.575251,1.000000,0.677580,Flecha
Obj888,41.png,0.827425,1.000000,0.000000,Triangulo
Obj889,41_flipH.png,1.003456,1.000000,0.008279,Circulo
Obj890,41_flipH.png,0.589963,1.000000,0.664584,Flecha
Obj891,41_flipH.png,1.017367,1.000000,0.010177,Circulo
Obj892,41_flipH.png,0.575251,1.000000,0.677580,Flecha
Obj893,41_flipH.png,0.827425,1.000000,0.000000,Triangulo
Obj894,41_flipV.png,0.575251,1.000000,0.677580,Flecha
Obj895,41_flipV.png,0.827425,1.000000,0.000000,Triangulo
Obj896,41_flipV.png,1.003456,1.000000,0.008279,Circulo
Obj897,41_flipV.png,0.589963,1.000000,0.664584,Flecha
Obj898,41_flipV.png,1.017367,1.000000,0.010177,Circulo
Obj899,41_rot180.png,0.575251,1.000000,0.677580,Flecha
Obj900,41_rot180.png,0.827425,1.000000,0.000000,Triangulo
Obj901,41_rot180.png,1.003456,1.000000,0.008279,Circulo
Obj902,41_rot180.png,0.589963,1.000000,0.664584,Flecha
Obj903,41_rot180.png,1.017367,1.000000,0.010177,Circulo
Obj904,41_rot270.png,1.003456,1.000000,0.008279,Circulo
Obj905,41_rot270.png,0.827425,1.000000,0.000000,Triangulo
Obj906,41_rot270.png,0.589963,1.000000,0.664584,Flecha
Obj907,41_rot270.png,0.575251,1.000000,0.677580,Flecha
Obj908,41_rot270.png,1.017367,1.000000,0.010177,Circulo
Obj909,41_rot90.png,0.575251,1.000000,0.677580,Flecha
Obj910,41_rot90.png,1.017367,1.000000,0.010177,Circulo
Obj911,41_rot90.png,0.589963,1.000000,0.664584,Flecha
Obj912,41_rot90.png,0.827425,1.000000,0.000000,Triangulo
Obj913,41_rot90.png,1.003456,1.000000,0.008279,Circulo
Obj914,42.png,0.305468,1.000000,0.318135,Estrella
Obj915,42.png,1.007081,1.000000,0.011173,Circulo
Obj916,42.png,0.298721,1.000000,0.317139,Estrella
Obj917,42.png,0.581860,1.000000,0.671829,Flecha
Obj918,42_flipH.png,0.305468,1.000000,0.318135,Estrella
Obj919,42_flipH.png,1.007081,1.000000,0.011173,Circulo
Obj920,42_flipH.png,0.298721,1.000000,0.317139,Estrella
Obj921,42_flipH.png,0.581860,1.000000,0.671829,Flecha
Obj922,42_flipV.png,0.298721,1.000000,0.317139,Estrella
Obj923,42_flipV.png,0.581860,1.000000,0.671829,Flecha
Obj924,42_flipV.png,0.305468,1.000000,0.318135,Estrella
Obj925,42_flipV.png,1.007081,1.000000,0.011173,Circulo
Obj926,42_rot180.png,0.298721,1.000000,0.317139,Estrella
Obj927,42_rot180.png,0.581860,1.000000,0.671829,Flecha
Obj928,42_rot180.png,0.305468,1.000000,0.318135,Estrella
Obj929,42_rot180.png,1.007081,1.000000,0.011173,Circulo
Obj930,42_rot270.png,0.305468,1.000000,0.318135,Estrella
Obj931,42_rot270.png,0.581860,1.000000,0.671829,Flecha
Obj932,42_rot270.png,1.007081,1.000000,0.011173,Circulo
Obj933,42_rot270.png,0.298721,1.000000,0.317139,Estrella
Obj934,42_rot90.png,0.298721,1.000000,0.317139,Estrella
Obj935,42_rot90.png,1.007081,1.000000,0.011173,Circulo
Obj936,42_rot90.png,0.581860,1.000000,0.671829,Flecha
Obj937,42_rot90.png,0.305468,1.000000,0.318135,Estrella
Obj938,43.png,0.824755,1.000000,0.000000,Triangulo
Obj939,43.png,0.582672,1.000000,0.670552,Flecha
Obj940,43.png,0.583833,1.000000,0.669215,Flecha
Obj941,43.png,0.588061,1.000000,0.665936,Flecha
Obj942,43.png,1.009531,1.000000,0.011605,Circulo
Obj943,43_flipH.png,0.824755,1.000000,0.000000,Triangulo
Obj944,43_flipH.png,0.582672,1.000000,0.670552,Flecha
Obj945,43_flipH.png,0.583833,1.000000,0.669215,Flecha
Obj946,43_flipH.png,0.588061,1.000000,0.665936,Flecha
Obj947,43_flipH.png,1.009531,1.000000,0.011605,Circulo
Obj948,43_flipV.png,1.009531,1.000000,0.011605,Circulo
Obj949,43_flipV.png,0.588061,1.000000,0.665936,Flecha
Obj950,43_flipV.png,0.824755,1.000000,0.000000,Triangulo
Obj951,43_flipV.png,0.582672,1.000000,0.670552,Flecha
Obj952,43_flipV.png,0.583833,1.000000,0.669215,Flecha
Obj953,43_rot180.png,1.009531,1.000000,0.011605,Circulo
Obj954,43_rot180.png,0.588061,1.000000,0.665936,Flecha
Obj955,43_rot180.png,0.824755,1.000000,0.000000,Triangulo
Obj956,43_rot180.png,0.582672,1.000000,0.670552,Flecha
Obj957,43_rot180.png,0.583833,1.000000,0.669215,Flecha
Obj958,43_rot270.png,0.583833,1.000000,0.669215,Flecha
Obj959,43_rot270.png,0.588061,1.000000,0.665936,Flecha
Obj960,43_rot270.png,0.824755,1.000000,0.000000,Triangulo
Obj961,43_rot270.png,1.009531,1.000000,0.011605,Circulo
Obj962,43_rot270.png,0.582672,1.000000,0.670552,Flecha
Obj963,43_rot90.png,0.582672,1.000000,0.670552,Flecha
Obj964,43_rot90.png,1.009531,1.000000,0.011605,Circulo
Obj965,43_rot90.png,0.824755,1.000000,0.000000,Triangulo
Obj966,43_rot90.png,0.588061,1.000000,0.665936,Flecha
Obj967,43_rot90.png,0.583833,1.000000,0.669215,Flecha
Obj968,44.png,0.655508,1.000000,0.499077,Triangulo
Obj969,44.png,0.827748,1.000000,0.000000,Triangulo
Obj970,44.png,0.310097,1.000000,0.321226,Estrella
Obj971,44.png,1.011585,1.000000,0.024503,Circulo
Obj972,44.png,0.579057,1.000000,0.674374,Flecha
Obj973,44.png,1.011182,0.964912,0.261176,Circulo
Obj974,44_flipH.png,0.655508,1.000000,0.499077,Triangulo
Obj975,44_flipH.png,0.827748,1.000000,0.000000,Triangulo
Obj976,44_flipH.png,0.310097,1.000000,0.321226,Estrella
Obj977,44_flipH.png,1.011585,1.000000,0.024503,Circulo
Obj978,44_flipH.png,0.579057,1.000000,0.674374,Flecha
Obj979,44_flipH.png,1.011182,0.964912,0.261176,Circulo
Obj980,44_flipV.png,0.579057,1.000000,0.674374,Flecha
Obj981,44_flipV.png,1.011182,0.964912,0.261176,Circulo
Obj982,44_flipV.png,0.310097,1.000000,0.321226,Estrella
Obj983,44_flipV.png,1.011585,1.000000,0.024503,Circulo
Obj984,44_flipV.png,0.827748,1.000000,0.000000,Triangulo
Obj985,44_flipV.png,0.655508,1.000000,0.499077,Triangulo
Obj986,44_rot180.png,0.579057,1.000000,0.674374,Flecha
Obj987,44_rot180.png,1.011182,0.964912,0.261176,Circulo
Obj988,44_rot180.png,0.310097,1.000000,0.321226,Estrella
Obj989,44_rot180.png,1.011585,1.000000,0.024503,Circulo
Obj990,44_rot180.png,0.827748,1.000000,0.000000,Triangulo
Obj991,44_rot180.png,0.655508,1.000000,0.499077,Triangulo
Obj992,44_rot270.png,0.579057,1.000000,0.674374,Flecha
Obj993,44_rot270.png,0.827748,1.000000,0.000000,Triangulo
Obj994,44_rot270.png,0.310097,1.000000,0.321226,Estrella
Obj995,44_rot270.png,0.655508,1.000000,0.499077,Triangulo
Obj996,44_rot270.png,1.011182,1.036364,0.261176,Circulo
Obj997,44_rot270.png,1.011585,1.000000,0.024503,Circulo
Obj998,44_rot90.png,1.011585,1.000000,0.024503,Circulo
Obj999,44_rot90.png,1.011182,1.036364,0.261176,Circulo
Obj1000,44_rot90.png,0.655508,1.000000,0.499077,Triangulo
Obj1001,44_rot90.png,0.310097,1.000000,0.321226,Estrella
Obj1002,44_rot90.png,0.827748,1.000000,0.000000,Triangulo
Obj1003,44_rot90.png,0.579057,1.000000,0.674374,Flecha
Obj1004,45.png,0.655508,1.000000,0.499077,Triangulo
Obj1005,45.png,0.589963,1.000000,0.664584,Flecha
Obj1006,45.png,1.017367,1.000000,0.010177,Circulo
Obj1007,45.png,0.655001,1.000000,0.499102,Triangulo
Obj1008,45.png,0.575251,1.000000,0.677580,Flecha
Obj1009,45.png,0.826572,1.000000,0.000000,Triangulo
Obj1010,45.png,0.827425,1.000000,0.000000,Triangulo
Obj1011,45_flipH.png,0.655508,1.000000,0.499077,Triangulo
Obj1012,45_flipH.png,0.589963,1.000000,0.664584,Flecha
Obj1013,45_flipH.png,1.017367,1.000000,0.010177,Circulo
Obj1014,45_flipH.png,0.655001,1.000000,0.499102,Triangulo
Obj1015,45_flipH.png,0.575251,1.000000,0.677580,Flecha
Obj1016,45_flipH.png,0.826572,1.000000,0.000000,Triangulo
Obj1017,45_flipH.png,0.827425,1.000000,0.000000,Triangulo
Obj1018,45_flipV.png,0.827425,1.000000,0.000000,Triangulo
Obj1019,45_flipV.png,0.575251,1.000000,0.677580,Flecha
Obj1020,45_flipV.png,0.826572,1.000000,0.000000,Triangulo
Obj1021,45_flipV.png,0.655001,1.000000,0.499102,Triangulo
Obj1022,45_flipV.png,0.589963,1.000000,0.664584,Flecha
Obj1023,45_flipV.png,1.017367,1.000000,0.010177,Circulo
Obj1024,45_flipV.png,0.655508,1.000000,0.499077,Triangulo
Obj1025,45_rot180.png,0.827425,1.000000,0.000000,Triangulo
Obj1026,45_rot180.png,0.575251,1.000000,0.677580,Flecha
Obj1027,45_rot180.png,0.826572,1.000000,0.000000,Triangulo
Obj1028,45_rot180.png,0.655001,1.000000,0.499102,Triangulo
Obj1029,45_rot180.png,0.589963,1.000000,0.664584,Flecha
Obj1030,45_rot180.png,1.017367,1.000000,0.010177,Circulo
Obj1031,45_rot180.png,0.655508,1.000000,0.499077,Triangulo
Obj1032,45_rot270.png,0.655508,1.000000,0.499077,Triangulo
Obj1033,45_rot270.png,0.827425,1.000000,0.000000,Triangulo
Obj1034,45_rot270.png,0.655001,1.000000,0.499102,Triangulo
Obj1035,45_rot270.png,0.826572,1.000000,0.000000,Triangulo
Obj1036,45_rot270.png,0.589963,1.000000,0.664584,Flecha
Obj1037,45_rot270.png,0.575251,1.000000,0.677580,Flecha
Obj1038,45_rot270.png,1.017367,1.000000,0.010177,Circulo
Obj1039,45_rot90.png,0.575251,1.000000,0.677580,Flecha
Obj1040,45_rot90.png,1.017367,1.000000,0.010177,Circulo
Obj1041,45_rot90.png,0.589963,1.000000,0.664584,Flecha
Obj1042,45_rot90.png,0.826572,1.000000,0.000000,Triangulo
Obj1043,45_rot90.png,0.655001,1.000000,0.499102,Triangulo
Obj1044,45_rot90.png,0.827425,1.000000,0.000000,Triangulo
Obj1045,45_rot90.png,0.655508,1.000000,0.499077,Triangulo
Obj1046,46.png,0.585697,1.000000,0.668387,Flecha
Obj1047,46.png,0.655001,1.000000,0.499102,Triangulo
Obj1048,46.png,1.009371,1.000000,0.023808,Circulo
Obj1049,46.png,0.655508,1.000000,0.499077,Triangulo
Obj1050,46.png,0.832757,1.000000,0.000000,Triangulo
Obj1051,46.png,0.314464,1.000000,0.317081,Estrella
Obj1052,46.png,1.005215,1.000000,0.011966,Circulo
Obj1053,46_flipH.png,0.585697,1.000000,0.668387,Flecha
Obj1054,46_flipH.png,0.655001,1.000000,0.499102,Triangulo
Obj1055,46_flipH.png,1.009371,1.000000,0.023808,Circulo
Obj1056,46_flipH.png,0.655508,1.000000,0.499077,Triangulo
Obj1057,46_flipH.png,0.832757,1.000000,0.000000,Triangulo
Obj1058,46_flipH.png,0.314464,1.000000,0.317081,Estrella
Obj1059,46_flipH.png,1.005215,1.000000,0.011966,Circulo
Obj1060,46_flipV.png,1.005215,1.000000,0.011966,Circulo
Obj1061,46_flipV.png,0.314464,1.000000,0.317081,Estrella
Obj1062,46_flipV.png,0.655508,1.000000,0.499077,Triangulo
Obj1063,46_flipV.png,0.832757,1.000000,0.000000,Triangulo
Obj1064,46_flipV.png,1.009371,1.000000,0.023808,Circulo
Obj1065,46_flipV.png,0.585697,1.000000,0.668387,Flecha
Obj1066,46_flipV.png,0.655001,1.000000,0.499102,Triangulo
Obj1067,46_rot180.png,1.005215,1.000000,0.011966,Circulo
Obj1068,46_rot180.png,0.314464,1.000000,0.317081,Estrella
Obj1069,46_rot180.png,0.655508,1.000000,0.499077,Triangulo
Obj1070,46_rot180.png,0.832757,1.000000,0.000000,Triangulo
Obj1071,46_rot180.png,1.009371,1.000000,0.023808,Circulo
Obj1072,46_rot180.png,0.585697,1.000000,0.668387,Flecha
Obj1073,46_rot180.png,0.655001,1.000000,0.499102,Triangulo
Obj1074,46_rot270.png,0.655508,1.000000,0.499077,Triangulo
Obj1075,46_rot270.png,1.009371,1.000000,0.023808,Circulo
Obj1076,46_rot270.png,1.005215,1.000000,0.011966,Circulo
Obj1077,46_rot270.png,0.585697,1.000000,0.668387,Flecha
Obj1078,46_rot270.png,0.832757,1.000000,0.000000,Triangulo
Obj1079,46_rot270.png,0.314464,1.000000,0.317081,Estrella
Obj1080,46_rot270.png,0.655001,1.000000,0.499102,Triangulo
Obj1081,46_rot90.png,0.314464,1.000000,0.317081,Estrella
Obj1082,46_rot90.png,0.655001,1.000000,0.499102,Triangulo
Obj1083,46_rot90.png,0.832757,1.000000,0.000000,Triangulo
Obj1084,46_rot90.png,0.585697,1.000000,0.668387,Flecha
Obj1085,46_rot90.png,1.005215,1.000000,0.011966,Circulo
Obj1086,46_rot90.png,1.009371,1.000000,0.023808,Circulo
Obj1087,46_rot90.png,0.655508,1.000000,0.499077,Triangulo
Obj1088,47.png,0.655001,1.000000,0.499102,Triangulo
Obj1089,47.png,1.007081,1.000000,0.011173,Circulo
Obj1090,47.png,0.832757,1.000000,0.000000,Triangulo
Obj1091,47.png,0.655508,1.000000,0.499077,Triangulo
Obj1092,47.png,0.312843,1.000000,0.323139,Estrella
Obj1093,47.png,0.314464,1.000000,0.317081,Estrella
Obj1094,47_flipH.png,0.655001,1.000000,0.499102,Triangulo
Obj1095,47_flipH.png,1.007081,1.000000,0.011173,Circulo
Obj1096,47_flipH.png,0.832757,1.000000,0.000000,Triangulo
Obj1097,47_flipH.png,0.655508,1.000000,0.499077,Triangulo
Obj1098,47_flipH.png,0.312843,1.000000,0.323139,Estrella
Obj1099,47_flipH.png,0.314464,1.000000,0.317081,Estrella
Obj1100,47_flipV.png,0.314464,1.000000,0.317081,Estrella
Obj1101,47_flipV.png,0.312843,1.000000,0.323139,Estrella
Obj1102,47_flipV.png,0.655508,1.000000,0.499077,Triangulo
Obj1103,47_flipV.png,0.832757,1.000000,0.000000,Triangulo
Obj1104,47_flipV.png,1.007081,1.000000,0.011173,Circulo
Obj1105,47_flipV.png,0.655001,1.000000,0.499102,Triangulo
Obj1106,47_rot180.png,0.314464,1.000000,0.317081,Estrella
Obj1107,47_rot180.png,0.312843,1.000000,0.323139,Estrella
Obj1108,47_rot180.png,0.655508,1.000000,0.499077,Triangulo
Obj1109,47_rot180.png,0.832757,1.000000,0.000000,Triangulo
Obj1110,47_rot180.png,1.007081,1.000000,0.011173,Circulo
Obj1111,47_rot180.png,0.655001,1.000000,0.499102,Triangulo
Obj1112,47_rot270.png,0.655508,1.000000,0.499077,Triangulo
Obj1113,47_rot270.png,1.007081,1.000000,0.011173,Circulo
Obj1114,47_rot270.png,0.312843,1.000000,0.323139,Estrella
Obj1115,47_rot270.png,0.832757,1.000000,0.000000,Triangulo
Obj1116,47_rot270.png,0.314464,1.000000,0.317081,Estrella
Obj1117,47_rot270.png,0.655001,1.000000,0.499102,Triangulo
Obj1118,47_rot90.png,0.314464,1.000000,0.317081,Estrella
Obj1119,47_rot90.png,0.655001,1.000000,0.499102,Triangulo
Obj1120,47_rot90.png,0.832757,1.000000,0.000000,Triangulo
Obj1121,47_rot90.png,0.312843,1.000000,0.323139,Estrella
Obj1122,47_rot90.png,1.007081,1.000000,0.011173,Circulo
Obj1123,47_rot90.png,0.655508,1.000000,0.499077,Triangulo
Obj1124,48.png,0.655508,1.000000,0.499077,Triangulo
Obj1125,48.png,0.589963,1.000000,0.664584,Flecha
Obj1126,48.png,1.017367,1.000000,0.010177,Circulo
Obj1127,48.png,0.655001,1.000000,0.499102,Triangulo
Obj1128,48.png,0.306034,1.000000,0.321252,Estrella
Obj1129,48.png,0.575251,1.000000,0.677580,Flecha
Obj1130,48.png,0.309345,1.000000,0.317107,Estrella
Obj1131,48_flipH.png,0.655508,1.000000,0.499077,Triangulo
Obj1132,48_flipH.png,0.589963,1.000000,0.664584,Flecha
Obj1133,48_flipH.png,1.017367,1.000000,0.010177,Circulo
Obj1134,48_flipH.png,0.655001,1.000000,0.499102,Triangulo
Obj1135,48_flipH.png,0.306034,1.000000,0.321252,Estrella
Obj1136,48_flipH.png,0.575251,1.000000,0.677580,Flecha
Obj1137,48_flipH.png,0.309345,1.000000,0.317107,Estrella
Obj1138,48_flipV.png,0.309345,1.000000,0.317107,Estrella
Obj1139,48_flipV.png,0.575251,1.000000,0.677580,Flecha
Obj1140,48_flipV.png,0.306034,1.000000,0.321252,Estrella
Obj1141,48_flipV.png,0.655001,1.000000,0.499102,Triangulo
Obj1142,48_flipV.png,0.589963,1.000000,0.664584,Flecha
Obj1143,48_flipV.png,1.017367,1.000000,0.010177,Circulo
Obj1144,48_flipV.png,0.655508,1.000000,0.499077,Triangulo
Obj1145,48_rot180.png,0.575251,1.000000,0.677580,Flecha
Obj1146,48_rot180.png,0.309345,1.000000,0.317107,Estrella
Obj1147,48_rot180.png,0.306034,1.000000,0.321252,Estrella
Obj1148,48_rot180.png,0.655001,1.000000,0.499102,Triangulo
Obj1149,48_rot180.png,0.589963,1.000000,0.664584,Flecha
Obj1150,48_rot180.png,1.017367,1.000000,0.010177,Circulo
Obj1151,48_rot180.png,0.655508,1.000000,0.499077,Triangulo
Obj1152,48_rot270.png,0.655508,1.000000,0.499077,Triangulo
Obj1153,48_rot270.png,0.309345,1.000000,0.317107,Estrella
Obj1154,48_rot270.png,0.655001,1.000000,0.499102,Triangulo
Obj1155,48_rot270.png,0.306034,1.000000,0.321252,Estrella
Obj1156,48_rot270.png,0.589963,1.000000,0.664584,Flecha
Obj1157,48_rot270.png,0.575251,1.000000,0.677580,Flecha
Obj1158,48_rot270.png,1.017367,1.000000,0.010177,Circulo
Obj1159,48_rot90.png,0.575251,1.000000,0.677580,Flecha
Obj1160,48_rot90.png,1.017367,1.000000,0.010177,Circulo
Obj1161,48_rot90.png,0.589963,1.000000,0.664584,Flecha
Obj1162,48_rot90.png,0.306034,1.000000,0.321252,Estrella
Obj1163,48_rot90.png,0.655001,1.000000,0.499102,Triangulo
Obj1164,48_rot90.png,0.309345,1.000000,0.317107,Estrella
Obj1165,48_rot90.png,0.655508,1.000000,0.499077,Triangulo
Obj1166,49.png,0.585697,1.000000,0.668387,Flecha
Obj1167,49.png,0.655001,1.000000,0.499102,Triangulo
Obj1168,49.png,0.579062,1.000000,0.674082,Flecha
Obj1169,49.png,0.655508,1.000000,0.499077,Triangulo
Obj1170,49.png,0.832757,1.000000,0.000000,Triangulo
Obj1171,49.png,0.314464,1.000000,0.317081,Estrella
Obj1172,49_flipH.png,0.585697,1.000000,0.668387,Flecha
Obj1173,49_flipH.png,0.655001,1.000000,0.499102,Triangulo
Obj1174,49_flipH.png,0.579062,1.000000,0.674082,Flecha
Obj1175,49_flipH.png,0.655508,1.000000,0.499077,Triangulo
Obj1176,49_flipH.png,0.832757,1.000000,0.000000,Triangulo
Obj1177,49_flipH.png,0.314464,1.000000,0.317081,Estrella
Obj1178,49_flipV.png,0.314464,1.000000,0.317081,Estrella
Obj1179,49_flipV.png,0.579062,1.000000,0.674082,Flecha
Obj1180,49_flipV.png,0.655508,1.000000,0.499077,Triangulo
Obj1181,49_flipV.png,0.832757,1.000000,0.000000,Triangulo
Obj1182,49_flipV.png,0.585697,1.000000,0.668387,Flecha
Obj1183,49_flipV.png,0.655001,1.000000,0.499102,Triangulo
Obj1184,49_rot180.png,0.314464,1.000000,0.317081,Estrella
Obj1185,49_rot180.png,0.579062,1.000000,0.674082,Flecha
Obj1186,49_rot180.png,0.655508,1.000000,0.499077,Triangulo
Obj1187,49_rot180.png,0.832757,1.000000,0.000000,Triangulo
Obj1188,49_rot180.png,0.585697,1.000000,0.668387,Flecha
Obj1189,49_rot180.png,0.655001,1.000000,0.499102,Triangulo
Obj1190,49_rot270.png,0.655508,1.000000,0.499077,Triangulo
Obj1191,49_rot270.png,0.579062,1.000000,0.674082,Flecha
Obj1192,49_rot270.png,0.585697,1.000000,0.668387,Flecha
Obj1193,49_rot270.png,0.832757,1.000000,0.000000,Triangulo
Obj1194,49_rot270.png,0.314464,1.000000,0.317081,Estrella
Obj1195,49_rot270.png,0.655001,1.000000,0.499102,Triangulo
Obj1196,49_rot90.png,0.314464,1.000000,0.317081,Estrella
Obj1197,49_rot90.png,0.655001,1.000000,0.499102,Triangulo
Obj1198,49_rot90.png,0.832757,1.000000,0.000000,Triangulo
Obj1199,49_rot90.png,0.585697,1.000000,0.668387,Flecha
Obj1200,49_rot90.png,0.579062,1.000000,0.674082,Flecha
Obj1201,49_rot90.png,0.655508,1.000000,0.499077,Triangulo
Obj1202,50.png,0.824595,1.000000,0.000000,Triangulo
Obj1203,50.png,0.655001,1.000000,0.499102,Triangulo
Obj1204,50.png,0.826279,1.000000,0.000000,Triangulo
Obj1205,50.png,0.832757,1.000000,0.000000,Triangulo
Obj1206,50.png,0.312843,1.000000,0.323139,Estrella
Obj1207,50.png,0.314464,1.000000,0.317081,Estrella
Obj1208,50_flipH.png,0.824595,1.000000,0.000000,Triangulo
Obj1209,50_flipH.png,0.655001,1.000000,0.499102,Triangulo
Obj1210,50_flipH.png,0.826279,1.000000,0.000000,Triangulo
Obj1211,50_flipH.png,0.832757,1.000000,0.000000,Triangulo
Obj1212,50_flipH.png,0.312843,1.000000,0.323139,Estrella
Obj1213,50_flipH.png,0.314464,1.000000,0.317081,Estrella
Obj1214,50_flipV.png,0.314464,1.000000,0.317081,Estrella
Obj1215,50_flipV.png,0.312843,1.000000,0.323139,Estrella
Obj1216,50_flipV.png,0.826279,1.000000,0.000000,Triangulo
Obj1217,50_flipV.png,0.832757,1.000000,0.000000,Triangulo
Obj1218,50_flipV.png,0.824595,1.000000,0.000000,Triangulo
Obj1219,50_flipV.png,0.655001,1.000000,0.499102,Triangulo
Obj1220,50_rot180.png,0.314464,1.000000,0.317081,Estrella
Obj1221,50_rot180.png,0.312843,1.000000,0.323139,Estrella
Obj1222,50_rot180.png,0.826279,1.000000,0.000000,Triangulo
Obj1223,50_rot180.png,0.832757,1.000000,0.000000,Triangulo
Obj1224,50_rot180.png,0.824595,1.000000,0.000000,Triangulo
Obj1225,50_rot180.png,0.655001,1.000000,0.499102,Triangulo
Obj1226,50_rot270.png,0.826279,1.000000,0.000000,Triangulo
Obj1227,50_rot270.png,0.824595,1.000000,0.000000,Triangulo
Obj1228,50_rot270.png,0.312843,1.000000,0.323139,Estrella
Obj1229,50_rot270.png,0.832757,1.000000,0.000000,Triangulo
Obj1230,50_rot270.png,0.314464,1.000000,0.317081,Estrella
Obj1231,50_rot270.png,0.655001,1.000000,0.499102,Triangulo
Obj1232,50_rot90.png,0.314464,1.000000,0.317081,Estrella
Obj1233,50_rot90.png,0.655001,1.000000,0.499102,Triangulo
Obj1234,50_rot90.png,0.832757,1.000000,0.000000,Triangulo
Obj1235,50_rot90.png,0.312843,1.000000,0.323139,Estrella
Obj1236,50_rot90.png,0.824595,1.000000,0.000000,Triangulo
Obj1237,50_rot90.png,0.826279,1.000000,0.000000,Triangulo
