ID_Objeto,Circularidad_Simplificada,Relacion_Aspecto,Excentricidad_Simplif,Clase_Asignada
Obj79,5_rot270.png,0.827259,0.962766,0.270336,Triangulo
Obj80,5_rot270.png,0.828381,0.886525,0.462681,Triangulo
Obj81,5_rot90.png,0.828381,0.886525,0.462681,Triangulo
Obj82,5_rot90.png,0.827259,0.962766,0.270336,Triangulo
Obj83,5_rot90.png,0.823881,0.813433,0.581659,Triangulo
Obj84,5_rot90.png,0.824781,0.894472,0.447123,Triangulo
Obj85,5_rot90.png,0.828232,0.875912,0.482470,Triangulo
Obj176,11.png,0.644635,1.146199,0.080025,Triangulo
Obj177,11_flipH.png,0.644635,1.146199,0.080025,Triangulo
Obj178,11_flipV.png,0.644635,1.146199,0.080025,Triangulo
Obj179,11_rot180.png,0.644635,1.146199,0.080025,Triangulo
Obj180,11_rot270.png,0.644635,0.872449,0.080025,Triangulo
Obj181,11_rot90.png,0.644635,0.872449,0.080025,Triangulo
Obj182,12.png,0.644635,1.146199,0.080025,Triangulo
Obj183,12.png,0.647031,1.049180,0.413229,Triangulo
Obj184,12_flipH.png,0.644635,1.146199,0.080025,Triangulo
Obj185,12_flipH.png,0.647031,1.049180,0.413229,Triangulo
Obj186,12_flipV.png,0.647031,1.049180,0.413229,Triangulo
Obj187,12_flipV.png,0.644635,1.146199,0.080025,Triangulo
Obj188,12_rot180.png,0.647031,1.049180,0.413229,Triangulo
Obj189,12_rot180.png,0.644635,1.146199,0.080025,Triangulo
Obj190,12_rot270.png,0.644635,0.872449,0.080025,Triangulo
Obj191,12_rot270.png,0.647031,0.953125,0.413229,Triangulo
Obj192,12_rot90.png,0.647031,0.953125,0.413229,Triangulo
Obj193,12_rot90.png,0.644635,0.872449,0.080025,Triangulo
Obj194,13.png,0.644635,1.146199,0.080025,Triangulo
Obj195,13.png,0.636586,1.200000,0.285669,Triangulo
Obj196,13.png,0.647031,1.049180,0.413229,Triangulo
Obj197,13_flipH.png,0.644635,1.146199,0.080025,Triangulo
Obj198,13_flipH.png,0.636586,1.200000,0.285669,Triangulo
Obj199,13_flipH.png,0.647031,1.049180,0.413229,Triangulo
Obj200,13_flipV.png,0.647031,1.049180,0.413229,Triangulo
Obj201,13_flipV.png,0.636586,1.200000,0.285669,Triangulo
Obj202,13_flipV.png,0.644635,1.146199,0.080025,Triangulo
Obj203,13_rot180.png,0.647031,1.049180,0.413229,Triangulo
Obj204,13_rot180.png,0.636586,1.200000,0.285669,Triangulo
Obj205,13_rot180.png,0.644635,1.146199,0.080025,Triangulo
Obj206,13_rot270.png,0.644635,0.872449,0.080025,Triangulo
Obj207,13_rot270.png,0.636586,0.833333,0.285669,Triangulo
Obj208,13_rot270.png,0.647031,0.953125,0.413229,Triangulo
Obj209,13_rot90.png,0.647031,0.953125,0.413229,Triangulo
Obj210,13_rot90.png,0.636586,0.833333,0.285669,Triangulo
Obj211,13_rot90.png,0.644635,0.872449,0.080025,Triangulo
Obj212,14.png,0.644635,1.146199,0.080025,Triangulo
Obj213,14.png,0.633372,1.210970,0.312328,Triangulo
Obj214,14.png,0.636586,1.200000,0.285669,Triangulo
Obj215,14.png,0.647031,1.049180,0.413229,Triangulo
Obj216,14_flipH.png,0.644635,1.146199,0.080025,Triangulo
Obj217,14_flipH.png,0.633372,1.210970,0.312328,Triangulo
Obj218,14_flipH.png,0.636586,1.200000,0.285669,Triangulo
Obj219,14_flipH.png,0.647031,1.049180,0.413229,Triangulo
Obj220,14_flipV.png,0.647031,1.049180,0.413229,Triangulo
Obj221,14_flipV.png,0.636586,1.200000,0.285669,Triangulo
Obj222,14_flipV.png,0.633372,1.210970,0.312328,Triangulo
Obj223,14_flipV.png,0.644635,1.146199,0.080025,Triangulo
Obj224,14_rot180.png,0.647031,1.049180,0.413229,Triangulo
Obj225,14_rot180.png,0.636586,1.200000,0.285669,Triangulo
Obj226,14_rot180.png,0.633372,1.210970,0.312328,Triangulo
Obj227,14_rot180.png,0.644635,1.146199,0.080025,Triangulo
Obj228,14_rot270.png,0.644635,0.872449,0.080025,Triangulo
Obj229,14_rot270.png,0.636586,0.833333,0.285669,Triangulo
Obj230,14_rot270.png,0.633372,0.825784,0.312328,Triangulo
Obj231,14_rot270.png,0.647031,0.953125,0.413229,Triangulo
Obj232,14_rot90.png,0.647031,0.953125,0.413229,Triangulo
Obj233,14_rot90.png,0.633372,0.825784,0.312328,Triangulo
Obj234,14_rot90.png,0.636586,0.833333,0.285669,Triangulo
Obj235,14_rot90.png,0.644635,0.872449,0.080025,Triangulo
Obj236,15.png,0.657123,1.000000,0.498996,Triangulo
Obj237,15.png,0.644635,1.146199,0.080025,Triangulo
Obj238,15.png,0.633372,1.210970,0.312328,Triangulo
Obj239,15.png,0.636586,1.200000,0.285669,Triangulo
Obj240,15.png,0.647031,1.049180,0.413229,Triangulo
Obj241,15_flipH.png,0.657123,1.000000,0.498996,Triangulo
Obj242,15_flipH.png,0.644635,1.146199,0.080025,Triangulo
Obj243,15_flipH.png,0.633372,1.210970,0.312328,Triangulo
Obj244,15_flipH.png,0.636586,1.200000,0.285669,Triangulo
Obj245,15_flipH.png,0.647031,1.049180,0.413229,Triangulo
Obj246,15_flipV.png,0.647031,1.049180,0.413229,Triangulo
Obj247,15_flipV.png,0.636586,1.200000,0.285669,Triangulo
Obj248,15_flipV.png,0.633372,1.210970,0.312328,Triangulo
Obj249,15_flipV.png,0.644635,1.146199,0.080025,Triangulo
Obj250,15_flipV.png,0.657123,1.000000,0.498996,Triangulo
Obj251,15_rot180.png,0.647031,1.049180,0.413229,Triangulo
Obj252,15_rot180.png,0.636586,1.200000,0.285669,Triangulo
Obj253,15_rot180.png,0.633372,1.210970,0.312328,Triangulo
Obj254,15_rot180.png,0.644635,1.146199,0.080025,Triangulo
Obj255,15_rot180.png,0.657123,1.000000,0.498996,Triangulo
Obj256,15_rot270.png,0.644635,0.872449,0.080025,Triangulo
Obj257,15_rot270.png,0.636586,0.833333,0.285669,Triangulo
Obj258,15_rot270.png,0.657123,1.000000,0.498996,Triangulo
Obj259,15_rot270.png,0.633372,0.825784,0.312328,Triangulo
Obj260,15_rot270.png,0.647031,0.953125,0.413229,Triangulo
Obj261,15_rot90.png,0.647031,0.953125,0.413229,Triangulo
Obj262,15_rot90.png,0.633372,0.825784,0.312328,Triangulo
Obj263,15_rot90.png,0.657123,1.000000,0.498996,Triangulo
Obj264,15_rot90.png,0.636586,0.833333,0.285669,Triangulo
Obj265,15_rot90.png,0.644635,0.872449,0.080025,Triangulo
Obj447,26.png,0.639641,1.000000,0.499777,Triangulo
Obj449,26.png,0.828791,1.000000,0.000000,Triangulo
Obj451,26_flipH.png,0.639641,1.000000,0.499777,Triangulo
Obj453,26_flipH.png,0.828791,1.000000,0.000000,Triangulo
Obj454,26_flipV.png,0.828791,1.000000,0.000000,Triangulo
Obj457,26_flipV.png,0.639641,1.000000,0.499777,Triangulo
Obj458,26_rot180.png,0.828791,1.000000,0.000000,Triangulo
Obj461,26_rot180.png,0.639641,1.000000,0.499777,Triangulo
Obj462,26_rot270.png,0.639641,1.000000,0.499777,Triangulo
Obj463,26_rot270.png,0.828791,1.000000,0.000000,Triangulo
Obj468,26_rot90.png,0.639641,1.000000,0.499777,Triangulo
Obj469,26_rot90.png,0.828791,1.000000,0.000000,Triangulo
Obj470,27.png,0.655508,1.000000,0.499077,Triangulo
Obj471,27.png,0.827748,1.000000,0.000000,Triangulo
Obj474,27_flipH.png,0.655508,1.000000,0.499077,Triangulo
Obj475,27_flipH.png,0.827748,1.000000,0.000000,Triangulo
Obj480,27_flipV.png,0.827748,1.000000,0.000000,Triangulo
Obj481,27_flipV.png,0.655508,1.000000,0.499077,Triangulo
Obj484,27_rot180.png,0.827748,1.000000,0.000000,Triangulo
Obj485,27_rot180.png,0.655508,1.000000,0.499077,Triangulo
Obj486,27_rot270.png,0.827748,1.000000,0.000000,Triangulo
Obj488,27_rot270.png,0.655508,1.000000,0.499077,Triangulo
Obj491,27_rot90.png,0.655508,1.000000,0.499077,Triangulo
Obj493,27_rot90.png,0.827748,1.000000,0.000000,Triangulo
Obj524,29.png,0.655001,1.000000,0.499102,Triangulo
Obj525,29.png,0.822622,1.000000,0.000000,Triangulo
Obj526,29.png,0.832757,1.000000,0.000000,Triangulo
Obj527,29.png,0.655508,1.000000,0.499077,Triangulo
Obj529,29_flipH.png,0.655001,1.000000,0.499102,Triangulo
Obj530,29_flipH.png,0.822622,1.000000,0.000000,Triangulo
Obj531,29_flipH.png,0.832757,1.000000,0.000000,Triangulo
Obj532,29_flipH.png,0.655508,1.000000,0.499077,Triangulo
Obj535,29_flipV.png,0.822622,1.000000,0.000000,Triangulo
Obj536,29_flipV.png,0.655508,1.000000,0.499077,Triangulo
Obj537,29_flipV.png,0.832757,1.000000,0.000000,Triangulo
Obj538,29_flipV.png,0.655001,1.000000,0.499102,Triangulo
Obj540,29_rot180.png,0.822622,1.000000,0.000000,Triangulo
Obj541,29_rot180.png,0.655508,1.000000,0.499077,Triangulo
Obj542,29_rot180.png,0.832757,1.000000,0.000000,Triangulo
Obj543,29_rot180.png,0.655001,1.000000,0.499102,Triangulo
Obj544,29_rot270.png,0.655508,1.000000,0.499077,Triangulo
Obj545,29_rot270.png,0.822622,1.000000,0.000000,Triangulo
Obj546,29_rot270.png,0.832757,1.000000,0.000000,Triangulo
Obj548,29_rot270.png,0.655001,1.000000,0.499102,Triangulo
Obj550,29_rot90.png,0.655001,1.000000,0.499102,Triangulo
Obj551,29_rot90.png,0.832757,1.000000,0.000000,Triangulo
Obj552,29_rot90.png,0.822622,1.000000,0.000000,Triangulo
Obj553,29_rot90.png,0.655508,1.000000,0.499077,Triangulo
Obj556,30.png,0.648476,1.000000,0.499394,Triangulo
Obj561,30_flipH.png,0.648476,1.000000,0.499394,Triangulo
Obj566,30_flipV.png,0.648476,1.000000,0.499394,Triangulo
Obj571,30_rot180.png,0.648476,1.000000,0.499394,Triangulo
Obj576,30_rot270.png,0.648476,1.000000,0.499394,Triangulo
Obj581,30_rot90.png,0.648476,1.000000,0.499394,Triangulo
Obj618,32.png,0.826572,1.000000,0.000000,Triangulo
Obj619,32.png,0.827425,1.000000,0.000000,Triangulo
Obj624,32_flipH.png,0.826572,1.000000,0.000000,Triangulo
Obj625,32_flipH.png,0.827425,1.000000,0.000000,Triangulo
Obj626,32_flipV.png,0.827425,1.000000,0.000000,Triangulo
Obj628,32_flipV.png,0.826572,1.000000,0.000000,Triangulo
Obj632,32_rot180.png,0.827425,1.000000,0.000000,Triangulo
Obj634,32_rot180.png,0.826572,1.000000,0.000000,Triangulo
Obj639,32_rot270.png,0.827425,1.000000,0.000000,Triangulo
Obj640,32_rot270.png,0.826572,1.000000,0.000000,Triangulo
Obj647,32_rot90.png,0.826572,1.000000,0.000000,Triangulo
Obj649,32_rot90.png,0.827425,1.000000,0.000000,Triangulo
Obj653,33.png,0.647785,1.000000,0.499159,Triangulo
Obj654,33.png,0.642612,1.000000,0.499708,Triangulo
Obj658,33_flipH.png,0.647785,1.000000,0.499159,Triangulo
Obj659,33_flipH.png,0.642612,1.000000,0.499708,Triangulo
Obj661,33_flipV.png,0.642612,1.000000,0.499708,Triangulo
Obj662,33_flipV.png,0.647785,1.000000,0.499159,Triangulo
Obj666,33_rot180.png,0.642612,1.000000,0.499708,Triangulo
Obj667,33_rot180.png,0.647785,1.000000,0.499159,Triangulo
Obj670,33_rot270.png,0.647785,1.000000,0.499159,Triangulo
Obj672,33_rot270.png,0.642612,1.000000,0.499708,Triangulo
Obj677,33_rot90.png,0.642612,1.000000,0.499708,Triangulo
Obj679,33_rot90.png,0.647785,1.000000,0.499159,Triangulo
Obj681,34.png,0.650957,1.000000,0.499066,Triangulo
Obj682,34.png,0.824755,1.000000,0.000000,Triangulo
Obj686,34_flipH.png,0.650957,1.000000,0.499066,Triangulo
Obj687,34_flipH.png,0.824755,1.000000,0.000000,Triangulo
Obj693,34_flipV.png,0.824755,1.000000,0.000000,Triangulo
Obj694,34_flipV.png,0.650957,1.000000,0.499066,Triangulo
Obj698,34_rot180.png,0.824755,1.000000,0.000000,Triangulo
Obj699,34_rot180.png,0.650957,1.000000,0.499066,Triangulo
Obj700,34_rot270.png,0.650957,1.000000,0.499066,Triangulo
Obj702,34_rot270.png,0.824755,1.000000,0.000000,Triangulo
Obj707,34_rot90.png,0.824755,1.000000,0.000000,Triangulo
Obj709,34_rot90.png,0.650957,1.000000,0.499066,Triangulo
Obj711,35.png,0.639641,1.000000,0.499777,Triangulo
Obj713,35.png,0.828791,1.000000,0.000000,Triangulo
Obj715,35_flipH.png,0.639641,1.000000,0.499777,Triangulo
Obj717,35_flipH.png,0.828791,1.000000,0.000000,Triangulo
Obj718,35_flipV.png,0.828791,1.000000,0.000000,Triangulo
Obj721,35_flipV.png,0.639641,1.000000,0.499777,Triangulo
Obj722,35_rot180.png,0.828791,1.000000,0.000000,Triangulo
Obj725,35_rot180.png,0.639641,1.000000,0.499777,Triangulo
Obj726,35_rot270.png,0.639641,1.000000,0.499777,Triangulo
Obj727,35_rot270.png,0.828791,1.000000,0.000000,Triangulo
Obj732,35_rot90.png,0.639641,1.000000,0.499777,Triangulo
Obj733,35_rot90.png,0.828791,1.000000,0.000000,Triangulo
Obj735,36.png,0.655508,1.000000,0.499077,Triangulo
Obj739,36_flipH.png,0.655508,1.000000,0.499077,Triangulo
Obj745,36_flipV.png,0.655508,1.000000,0.499077,Triangulo
Obj749,36_rot180.png,0.655508,1.000000,0.499077,Triangulo
Obj752,36_rot270.png,0.655508,1.000000,0.499077,Triangulo
Obj755,36_rot90.png,0.655508,1.000000,0.499077,Triangulo
Obj788,38.png,0.655001,1.000000,0.499102,Triangulo
Obj790,38.png,0.832757,1.000000,0.000000,Triangulo
Obj791,38.png,0.655508,1.000000,0.499077,Triangulo
Obj794,38_flipH.png,0.655001,1.000000,0.499102,Triangulo
Obj796,38_flipH.png,0.832757,1.000000,0.000000,Triangulo
Obj797,38_flipH.png,0.655508,1.000000,0.499077,Triangulo
Obj802,38_flipV.png,0.655508,1.000000,0.499077,Triangulo
Obj803,38_flipV.png,0.832757,1.000000,0.000000,Triangulo
Obj805,38_flipV.png,0.655001,1.000000,0.499102,Triangulo
Obj808,38_rot180.png,0.655508,1.000000,0.499077,Triangulo
Obj809,38_rot180.png,0.832757,1.000000,0.000000,Triangulo
Obj811,38_rot180.png,0.655001,1.000000,0.499102,Triangulo
Obj812,38_rot270.png,0.655508,1.000000,0.499077,Triangulo
Obj815,38_rot270.png,0.832757,1.000000,0.000000,Triangulo
Obj817,38_rot270.png,0.655001,1.000000,0.499102,Triangulo
Obj819,38_rot90.png,0.655001,1.000000,0.499102,Triangulo
Obj820,38_rot90.png,0.832757,1.000000,0.000000,Triangulo
Obj823,38_rot90.png,0.655508,1.000000,0.499077,Triangulo
Obj824,39.png,0.826748,1.000000,0.000000,Triangulo
Obj826,39.png,0.648476,1.000000,0.499394,Triangulo
Obj829,39_flipH.png,0.826748,1.000000,0.000000,Triangulo
Obj831,39_flipH.png,0.648476,1.000000,0.499394,Triangulo
Obj836,39_flipV.png,0.648476,1.000000,0.499394,Triangulo
Obj837,39_flipV.png,0.826748,1.000000,0.000000,Triangulo
Obj841,39_rot180.png,0.648476,1.000000,0.499394,Triangulo
Obj842,39_rot180.png,0.826748,1.000000,0.000000,Triangulo
Obj845,39_rot270.png,0.826748,1.000000,0.000000,Triangulo
Obj846,39_rot270.png,0.648476,1.000000,0.499394,Triangulo
Obj851,39_rot90.png,0.648476,1.000000,0.499394,Triangulo
Obj852,39_rot90.png,0.826748,1.000000,0.000000,Triangulo
Obj854,40.png,0.823655,1.000000,0.000000,Triangulo
Obj856,40.png,0.638937,1.000000,0.499723,Triangulo
Obj859,40_flipH.png,0.823655,1.000000,0.000000,Triangulo
Obj861,40_flipH.png,0.638937,1.000000,0.499723,Triangulo
Obj866,40_flipV.png,0.638937,1.000000,0.499723,Triangulo
Obj867,40_flipV.png,0.823655,1.000000,0.000000,Triangulo
Obj871,40_rot180.png,0.638937,1.000000,0.499723,Triangulo
Obj872,40_rot180.png,0.823655,1.000000,0.000000,Triangulo
Obj874,40_rot270.png,0.823655,1.000000,0.000000,Triangulo
Obj878,40_rot270.png,0.638937,1.000000,0.499723,Triangulo
Obj879,40_rot90.png,0.638937,1.000000,0.499723,Triangulo
Obj883,40_rot90.png,0.823655,1.000000,0.000000,Triangulo
Obj888,41.png,0.827425,1.000000,0.000000,Triangulo
Obj893,41_flipH.png,0.827425,1.000000,0.000000,Triangulo
Obj895,41_flipV.png,0.827425,1.000000,0.000000,Triangulo
Obj900,41_rot180.png,0.827425,1.000000,0.000000,Triangulo
Obj905,41_rot270.png,0.827425,1.000000,0.000000,Triangulo
Obj912,41_rot90.png,0.827425,1.000000,0.000000,Triangulo
Obj938,43.png,0.824755,1.000000,0.000000,Triangulo
Obj943,43_flipH.png,0.824755,1.000000,0.000000,Triangulo
Obj950,43_flipV.png,0.824755,1.000000,0.000000,Triangulo
Obj955,43_rot180.png,0.824755,1.000000,0.000000,Triangulo
Obj960,43_rot270.png,0.824755,1.000000,0.000000,Triangulo
Obj965,43_rot90.png,0.824755,1.000000,0.000000,Triangulo
Obj968,44.png,0.655508,1.000000,0.499077,Triangulo
Obj969,44.png,0.827748,1.000000,0.000000,Triangulo
Obj974,44_flipH.png,0.655508,1.000000,0.499077,Triangulo
Obj975,44_flipH.png,0.827748,1.000000,0.000000,Triangulo
Obj984,44_flipV.png,0.827748,1.000000,0.000000,Triangulo
Obj985,44_flipV.png,0.655508,1.000000,0.499077,Triangulo
Obj990,44_rot180.png,0.827748,1.000000,0.000000,Triangulo
Obj991,44_rot180.png,0.655508,1.000000,0.499077,Triangulo
Obj993,44_rot270.png,0.827748,1.000000,0.000000,Triangulo
Obj995,44_rot270.png,0.655508,1.000000,0.499077,Triangulo
Obj1000,44_rot90.png,0.655508,1.000000,0.499077,Triangulo
Obj1002,44_rot90.png,0.827748,1.000000,0.000000,Triangulo
Obj1004,45.png,0.655508,1.000000,0.499077,Triangulo
Obj1007,45.png,0.655001,1.000000,0.499102,Triangulo
Obj1009,45.png,0.826572,1.000000,0.000000,Triangulo
Obj1010,45.png,0.827425,1.000000,0.000000,Triangulo
Obj1011,45_flipH.png,0.655508,1.000000,0.499077,Triangulo
Obj1014,45_flipH.png,0.655001,1.000000,0.499102,Triangulo
Obj1016,45_flipH.png,0.826572,1.000000,0.000000,Triangulo
Obj1017,45_flipH.png,0.827425,1.000000,0.000000,Triangulo
Obj1018,45_flipV.png,0.827425,1.000000,0.000000,Triangulo
Obj1020,45_flipV.png,0.826572,1.000000,0.000000,Triangulo
Obj1021,45_flipV.png,0.655001,1.000000,0.499102,Triangulo
Obj1024,45_flipV.png,0.655508,1.000000,0.499077,Triangulo
Obj1025,45_rot180.png,0.827425,1.000000,0.000000,Triangulo
Obj1027,45_rot180.png,0.826572,1.000000,0.000000,Triangulo
Obj1028,45_rot180.png,0.655001,1.000000,0.499102,Triangulo
Obj1031,45_rot180.png,0.655508,1.000000,0.499077,Triangulo
Obj1032,45_rot270.png,0.655508,1.000000,0.499077,Triangulo
Obj1033,45_rot270.png,0.827425,1.000000,0.000000,Triangulo
Obj1034,45_rot270.png,0.655001,1.000000,0.499102,Triangulo
Obj1035,45_rot270.png,0.826572,1.000000,0.000000,Triangulo
Obj1042,45_rot90.png,0.826572,1.000000,0.000000,Triangulo
Obj1043,45_rot90.png,0.655001,1.000000,0.499102,Triangulo
Obj1044,45_rot90.png,0.827425,1.000000,0.000000,Triangulo
Obj1045,45_rot90.png,0.655508,1.000000,0.499077,Triangulo
Obj1047,46.png,0.655001,1.000000,0.499102,Triangulo
Obj1049,46.png,0.655508,1.000000,0.499077,Triangulo
Obj1050,46.png,0.832757,1.000000,0.000000,Triangulo
Obj1054,46_flipH.png,0.655001,1.000000,0.499102,Triangulo
Obj1056,46_flipH.png,0.655508,1.000000,0.499077,Triangulo
Obj1057,46_flipH.png,0.832757,1.000000,0.000000,Triangulo
Obj1062,46_flipV.png,0.655508,1.000000,0.499077,Triangulo
Obj1063,46_flipV.png,0.832757,1.000000,0.000000,Triangulo
Obj1066,46_flipV.png,0.655001,1.000000,0.499102,Triangulo
Obj1069,46_rot180.png,0.655508,1.000000,0.499077,Triangulo
Obj1070,46_rot180.png,0.832757,1.000000,0.000000,Triangulo
Obj1073,46_rot180.png,0.655001,1.000000,0.499102,Triangulo
Obj1074,46_rot270.png,0.655508,1.000000,0.499077,Triangulo
Obj1078,46_rot270.png,0.832757,1.000000,0.000000,Triangulo
Obj1080,46_rot270.png,0.655001,1.000000,0.499102,Triangulo
Obj1082,46_rot90.png,0.655001,1.000000,0.499102,Triangulo
Obj1083,46_rot90.png,0.832757,1.000000,0.000000,Triangulo
Obj1087,46_rot90.png,0.655508,1.000000,0.499077,Triangulo
Obj1088,47.png,0.655001,1.000000,0.499102,Triangulo
Obj1090,47.png,0.832757,1.000000,0.000000,Triangulo
Obj1091,47.png,0.655508,1.000000,0.499077,Triangulo
Obj1094,47_flipH.png,0.655001,1.000000,0.499102,Triangulo
Obj1096,47_flipH.png,0.832757,1.000000,0.000000,Triangulo
Obj1097,47_flipH.png,0.655508,1.000000,0.499077,Triangulo
Obj1102,47_flipV.png,0.655508,1.000000,0.499077,Triangulo
Obj1103,47_flipV.png,0.832757,1.000000,0.000000,Triangulo
Obj1105,47_flipV.png,0.655001,1.000000,0.499102,Triangulo
Obj1108,47_rot180.png,0.655508,1.000000,0.499077,Triangulo
Obj1109,47_rot180.png,0.832757,1.000000,0.000000,Triangulo
Obj1111,47_rot180.png,0.655001,1.000000,0.499102,Triangulo
Obj1112,47_rot270.png,0.655508,1.000000,0.499077,Triangulo
Obj1115,47_rot270.png,0.832757,1.000000,0.000000,Triangulo
Obj1117,47_rot270.png,0.655001,1.000000,0.499102,Triangulo
Obj1119,47_rot90.png,0.655001,1.000000,0.499102,Triangulo
Obj1120,47_rot90.png,0.832757,1.000000,0.000000,Triangulo
Obj1123,47_rot90.png,0.655508,1.000000,0.499077,Triangulo
Obj1124,48.png,0.655508,1.000000,0.499077,Triangulo
Obj1127,48.png,0.655001,1.000000,0.499102,Triangulo
Obj1131,48_flipH.png,0.655508,1.000000,0.499077,Triangulo
Obj1134,48_flipH.png,0.655001,1.000000,0.499102,Triangulo
Obj1141,48_flipV.png,0.655001,1.000000,0.499102,Triangulo
Obj1144,48_flipV.png,0.655508,1.000000,0.499077,Triangulo
Obj1148,48_rot180.png,0.655001,1.000000,0.499102,Triangulo
Obj1151,48_rot180.png,0.655508,1.000000,0.499077,Triangulo
Obj1152,48_rot270.png,0.655508,1.000000,0.499077,Triangulo
Obj1154,48_rot270.png,0.655001,1.000000,0.499102,Triangulo
Obj1163,48_rot90.png,0.655001,1.000000,0.499102,Triangulo
Obj1165,48_rot90.png,0.655508,1.000000,0.499077,Triangulo
Obj1167,49.png,0.655001,1.000000,0.499102,Triangulo
Obj1169,49.png,0.655508,1.000000,0.499077,Triangulo
Obj1170,49.png,0.832757,1.000000,0.000000,Triangulo
Obj1173,49_flipH.png,0.655001,1.000000,0.499102,Triangulo
Obj1175,49_flipH.png,0.655508,1.000000,0.499077,Triangulo
Obj1176,49_flipH.png,0.832757,1.000000,0.000000,Triangulo
Obj1180,49_flipV.png,0.655508,1.000000,0.499077,Triangulo
Obj1181,49_flipV.png,0.832757,1.000000,0.000000,Triangulo
Obj1183,49_flipV.png,0.655001,1.000000,0.499102,Triangulo
Obj1186,49_rot180.png,0.655508,1.000000,0.499077,Triangulo
Obj1187,49_rot180.png,0.832757,1.000000,0.000000,Triangulo
Obj1189,49_rot180.png,0.655001,1.000000,0.499102,Triangulo
Obj1190,49_rot270.png,0.655508,1.000000,0.499077,Triangulo
Obj1193,49_rot270.png,0.832757,1.000000,0.000000,Triangulo
Obj1195,49_rot270.png,0.655001,1.000000,0.499102,Triangulo
Obj1197,49_rot90.png,0.655001,1.000000,0.499102,Triangulo
Obj1198,49_rot90.png,0.832757,1.000000,0.000000,Triangulo
Obj1201,49_rot90.png,0.655508,1.000000,0.499077,Triangulo
Obj1202,50.png,0.824595,1.000000,0.000000,Triangulo
Obj1203,50.png,0.655001,1.000000,0.499102,Triangulo
Obj1204,50.png,0.826279,1.000000,0.000000,Triangulo
Obj1205,50.png,0.832757,1.000000,0.000000,Triangulo
Obj1208,50_flipH.png,0.824595,1.000000,0.000000,Triangulo
Obj1209,50_flipH.png,0.655001,1.000000,0.499102,Triangulo
Obj1210,50_flipH.png,0.826279,1.000000,0.000000,Triangulo
Obj1211,50_flipH.png,0.832757,1.000000,0.000000,Triangulo
Obj1216,50_flipV.png,0.826279,1.000000,0.000000,Triangulo
Obj1217,50_flipV.png,0.832757,1.000000,0.000000,Triangulo
Obj1218,50_flipV.png,0.824595,1.000000,0.000000,Triangulo
Obj1219,50_flipV.png,0.655001,1.000000,0.499102,Triangulo
Obj1222,50_rot180.png,0.826279,1.000000,0.000000,Triangulo
Obj1223,50_rot180.png,0.832757,1.000000,0.000000,Triangulo
Obj1224,50_rot180.png,0.824595,1.000000,0.000000,Triangulo
Obj1225,50_rot180.png,0.655001,1.000000,0.499102,Triangulo
Obj1226,50_rot270.png,0.826279,1.000000,0.000000,Triangulo
Obj1227,50_rot270.png,0.824595,1.000000,0.000000,Triangulo
Obj1229,50_rot270.png,0.832757,1.000000,0.000000,Triangulo
Obj1231,50_rot270.png,0.655001,1.000000,0.499102,Triangulo
Obj1233,50_rot90.png,0.655001,1.000000,0.499102,Triangulo
Obj1234,50_rot90.png,0.832757,1.000000,0.000000,Triangulo
Obj1236,50_rot90.png,0.824595,1.000000,0.000000,Triangulo
Obj1237,50_rot90.png,0.826279,1.000000,0.000000,Triangulo
